internal_id,LexisNexis_id,source,date,annotator,climate_change,attitude,policy
393,093001cb.258,Fox News Network THE FIVE 5:00 PM EST,"September 30, 2020 Wednesday",13,Neutral,Neutral,Opposes
393,093001cb.258,Fox News Network THE FIVE 5:00 PM EST,"September 30, 2020 Wednesday",4,Neutral,Neutral,Opposes
394,093001CN.V40,CNN The Lead with Jake Tapper 4:00 PM EST,"September 30, 2020 Wednesday",13,Neutral,Neutral,Neutral
394,093001CN.V40,CNN The Lead with Jake Tapper 4:00 PM EST,"September 30, 2020 Wednesday",4,Neutral,Neutral,Neutral
395,093001cb.259,Fox News Network FOX NEWS @ NIGHT 1:00 AM EST,"September 30, 2020 Wednesday",13,Neutral,Neutral,Neutral
395,093001cb.259,Fox News Network FOX NEWS @ NIGHT 1:00 AM EST,"September 30, 2020 Wednesday",4,Neutral,Neutral,Neutral
396,093005CN.V42,CNN New Day 8:00 AM EST,"September 30, 2020 Wednesday",13,Acknowledges,Expresses climate concern,Neutral
396,093005CN.V42,CNN New Day 8:00 AM EST,"September 30, 2020 Wednesday",4,Acknowledges,Expresses climate concern,Neutral
397,092901cb.473,MSNBC 11TH HOUR WITH BRIAN WILLIAMS 11:00 PM EST,"September 29, 2020 Tuesday",13,Acknowledges,Expresses climate concern,Does not mention
397,092901cb.473,MSNBC 11TH HOUR WITH BRIAN WILLIAMS 11:00 PM EST,"September 29, 2020 Tuesday",4,Acknowledges,Expresses climate concern,Does not mention
399,093004CN.V42,CNN New Day 7:30 AM EST,"September 30, 2020 Wednesday",13,Neutral,Neutral,Does not mention
399,093004CN.V42,CNN New Day 7:30 AM EST,"September 30, 2020 Wednesday",4,Neutral,Neutral,Does not mention
400,092903CN.V11,CNN CNN NEWSROOM 10:00 AM EST,"September 29, 2020 Tuesday",13,Neutral,Neutral,Does not mention
400,092903CN.V11,CNN CNN NEWSROOM 10:00 AM EST,"September 29, 2020 Tuesday",4,Neutral,Neutral,Does not mention
401,091401CN.V31,CNN ERIN BURNETT OUTFRONT 7:00 PM EST,"September 14, 2020 Monday",10,Acknowledges,Expresses climate concern,Does not mention
401,091401CN.V31,CNN ERIN BURNETT OUTFRONT 7:00 PM EST,"September 14, 2020 Monday",13,Acknowledges,Expresses climate concern,Does not mention
402,092220CN.V11,CNN CNN NEWSROOM 3:00 AM EST,"September 22, 2020 Tuesday",10,Acknowledges,Expresses climate concern,Does not mention
402,092220CN.V11,CNN CNN NEWSROOM 3:00 AM EST,"September 22, 2020 Tuesday",13,Acknowledges,Expresses climate concern,Does not mention
404,091501cb.258,Fox News Network THE FIVE 5:00 PM EST,"September 15, 2020 Tuesday",10,Neutral,Neutral,Does not mention
404,091501cb.258,Fox News Network THE FIVE 5:00 PM EST,"September 15, 2020 Tuesday",13,Neutral,Expresses climate concern,Does not mention
405,092603CN.V16,CNN THE SITUATION ROOM 7:00 PM EST,"September 26, 2020 Saturday",10,Neutral,Neutral,Does not mention
405,092603CN.V16,CNN THE SITUATION ROOM 7:00 PM EST,"September 26, 2020 Saturday",13,Neutral,Neutral,Does not mention
406,091406CN.V11,CNN CNN NEWSROOM 11:30 AM EST,"September 14, 2020 Monday",10,Neutral,Neutral,Does not mention
406,091406CN.V11,CNN CNN NEWSROOM 11:30 AM EST,"September 14, 2020 Monday",13,Neutral,Neutral,Does not mention
407,092919CN.V11,CNN CNN NEWSROOM 2:00 AM EST,"September 29, 2020 Tuesday",10,Neutral,Expresses climate concern,Does not mention
407,092919CN.V11,CNN CNN NEWSROOM 2:00 AM EST,"September 29, 2020 Tuesday",13,Neutral,Expresses climate concern,Does not mention
408,092901cb.258,Fox News Network THE FIVE 5:00 PM EST,"September 29, 2020 Tuesday",10,Neutral,Neutral,Does not mention
408,092901cb.258,Fox News Network THE FIVE 5:00 PM EST,"September 29, 2020 Tuesday",13,Neutral,Neutral,Does not mention
409,092922CN.V11,CNN CNN NEWSROOM 4:30 AM EST,"September 29, 2020 Tuesday",10,Neutral,Expresses climate concern,Does not mention
409,092922CN.V11,CNN CNN NEWSROOM 4:30 AM EST,"September 29, 2020 Tuesday",13,Neutral,Expresses climate concern,Does not mention
410,092902CN.V11,CNN CNN NEWSROOM 9:30 AM EST,"September 29, 2020 Tuesday",10,Neutral,Expresses climate concern,Does not mention
410,092902CN.V11,CNN CNN NEWSROOM 9:30 AM EST,"September 29, 2020 Tuesday",13,Neutral,Expresses climate concern,Does not mention
411,092901cb.263,Fox News Network THE STORY WITH MARTHA MACCALLUM 7:00 PM EST,"September 29, 2020 Tuesday",10,Neutral,Neutral,Does not mention
411,092901cb.263,Fox News Network THE STORY WITH MARTHA MACCALLUM 7:00 PM EST,"September 29, 2020 Tuesday",13,Neutral,Neutral,Does not mention
412,091506CN.V42,CNN New Day 8:30 AM EST,"September 15, 2020 Tuesday",13,Neutral,Neutral,Supports
412,091506CN.V42,CNN New Day 8:30 AM EST,"September 15, 2020 Tuesday",10,Neutral,Neutral,Supports
413,092217CN.V11,CNN CNN NEWSROOM 12:00 AM EST,"September 22, 2020 Tuesday",13,Acknowledges,Expresses climate concern,Does not mention
413,092217CN.V11,CNN CNN NEWSROOM 12:00 AM EST,"September 22, 2020 Tuesday",10,Acknowledges,Expresses climate concern,Does not mention
415,092218CN.V11,CNN CNN NEWSROOM 1:00 AM EST,"September 22, 2020 Tuesday",13,Acknowledges,Expresses climate concern,Neutral
415,092218CN.V11,CNN CNN NEWSROOM 1:00 AM EST,"September 22, 2020 Tuesday",10,Acknowledges,Expresses climate concern,Does not mention
417,092418CN.V11,CNN CNN NEWSROOM 1:00 AM EST,"September 24, 2020 Thursday",13,Neutral,Expresses climate concern,Does not mention
417,092418CN.V11,CNN CNN NEWSROOM 1:00 AM EST,"September 24, 2020 Thursday",10,Neutral,Neutral,Does not mention
418,091001cb.260,Fox News Network TUCKER CARLSON TONIGHT 8:00 PM EST,"September 10, 2020 Thursday",13,Neutral,Expresses opposition to climate concern,Does not mention
418,091001cb.260,Fox News Network TUCKER CARLSON TONIGHT 8:00 PM EST,"September 10, 2020 Thursday",10,Neutral,Expresses opposition to climate concern,Does not mention
419,091102cb.502,NBC News NBC NIGHTLY NEWS 7:00 PM EST,"September 11, 2020 Friday",13,Acknowledges,Expresses climate concern,Does not mention
419,091102cb.502,NBC News NBC NIGHTLY NEWS 7:00 PM EST,"September 11, 2020 Friday",10,Acknowledges,Expresses climate concern,Does not mention
420,091401cb.452,MSNBC DEADLINE: WHITE HOUSE 4:00 PM EST,"September 14, 2020 Monday",13,Acknowledges,Expresses climate concern,Does not mention
420,091401cb.452,MSNBC DEADLINE: WHITE HOUSE 4:00 PM EST,"September 14, 2020 Monday",10,Acknowledges,Expresses climate concern,Does not mention
421,092622CN.V11,CNN CNN NEWSROOM 5:00 AM EST,"September 26, 2020 Saturday",13,Neutral,Neutral,Does not mention
421,092622CN.V11,CNN CNN NEWSROOM 5:00 AM EST,"September 26, 2020 Saturday",10,Neutral,Neutral,Does not mention
422,092710cb.405,CBS News Transcripts CBS NEWS SUNDAY MORNING 9:00 AM EST,"September 27, 2020 Sunday",13,Neutral,Neutral,Does not mention
422,092710cb.405,CBS News Transcripts CBS NEWS SUNDAY MORNING 9:00 AM EST,"September 27, 2020 Sunday",10,Neutral,Neutral,Does not mention
423,092701CN.V50,CNN CNN RELIABLE SOURCES 11:00 AM EST,"September 27, 2020 Sunday",13,Neutral,Neutral,Does not mention
423,092701CN.V50,CNN CNN RELIABLE SOURCES 11:00 AM EST,"September 27, 2020 Sunday",10,Neutral,Neutral,Does not mention
424,092701cb.472,MSNBC POLITICS NATION 5:00 PM EST,"September 27, 2020 Sunday",13,Neutral,Neutral,Does not mention
424,092701cb.472,MSNBC POLITICS NATION 5:00 PM EST,"September 27, 2020 Sunday",10,Neutral,Neutral,Does not mention
426,,ABC News Transcript THIS WEEK 10:42 AM EST,"September 27, 2020 Sunday",13,Neutral,Neutral,Does not mention
426,,ABC News Transcript THIS WEEK 10:42 AM EST,"September 27, 2020 Sunday",10,Neutral,Neutral,Does not mention
428,091319CN.V11,CNN CNN NEWSROOM 2:00 AM EST,"September 13, 2020 Sunday",14,Acknowledges,Expresses climate concern,Supports
428,091319CN.V11,CNN CNN NEWSROOM 2:00 AM EST,"September 13, 2020 Sunday",13,Acknowledges,Expresses climate concern,Does not mention
429,091401cb.457,MSNBC THE BEAT WITH ARI MELBER 6:00 PM EST,"September 14, 2020 Monday",14,Acknowledges,Expresses climate concern,Does not mention
429,091401cb.457,MSNBC THE BEAT WITH ARI MELBER 6:00 PM EST,"September 14, 2020 Monday",13,Acknowledges,Expresses climate concern,Does not mention
431,091410CN.V11,CNN CNN NEWSROOM 1:30 PM EST,"September 14, 2020 Monday",14,Acknowledges,Expresses climate concern,Supports
431,091410CN.V11,CNN CNN NEWSROOM 1:30 PM EST,"September 14, 2020 Monday",13,Acknowledges,Expresses climate concern,Does not mention
432,092619CN.V11,CNN CNN NEWSROOM 2:00 AM EST,"September 26, 2020 Saturday",10,Acknowledges,Expresses climate concern,Does not mention
432,092619CN.V11,CNN CNN NEWSROOM 2:00 AM EST,"September 26, 2020 Saturday",14,Acknowledges,Expresses climate concern,Does not mention
433,091701CN.V54,CNN CNN LIVE EVENT/SPECIAL 8:00 PM EST,"September 17, 2020 Thursday",10,Acknowledges,Expresses climate concern,Supports
433,091701CN.V54,CNN CNN LIVE EVENT/SPECIAL 8:00 PM EST,"September 17, 2020 Thursday",14,Acknowledges,Expresses climate concern,Supports
434,091521CN.V11,CNN CNN NEWSROOM 4:00 AM EST,"September 15, 2020 Tuesday",10,Acknowledges,Expresses climate concern,Does not mention
434,091521CN.V11,CNN CNN NEWSROOM 4:00 AM EST,"September 15, 2020 Tuesday",14,Acknowledges,Expresses climate concern,Does not mention
435,091501cb.260,Fox News Network TUCKER CARLSON TONIGHT 8:00 PM EST,"September 15, 2020 Tuesday",10,Denies,Expresses opposition to climate concern,Opposes
435,091501cb.260,Fox News Network TUCKER CARLSON TONIGHT 8:00 PM EST,"September 15, 2020 Tuesday",14,Denies,Expresses opposition to climate concern,Opposes
436,092410cb.410,CBS News Transcripts CBS THIS MORNING 7:00 AM EST,"September 24, 2020 Thursday",10,Neutral,Neutral,Does not mention
436,092410cb.410,CBS News Transcripts CBS THIS MORNING 7:00 AM EST,"September 24, 2020 Thursday",14,Neutral,Neutral,Does not mention
438,092101cb.454,MSNBC MTP DAILY 1:00 PM EST,"September 21, 2020 Monday",10,Acknowledges,Expresses climate concern,Does not mention
438,092101cb.454,MSNBC MTP DAILY 1:00 PM EST,"September 21, 2020 Monday",14,Acknowledges,Expresses climate concern,Does not mention
439,091402cb.452,MSNBC DEADLINE: WHITE HOUSE 5:00 PM EST,"September 14, 2020 Monday",10,Acknowledges,Expresses climate concern,Does not mention
439,091402cb.452,MSNBC DEADLINE: WHITE HOUSE 5:00 PM EST,"September 14, 2020 Monday",14,Acknowledges,Expresses climate concern,Does not mention
440,092507cb.410,CBS News Transcripts CBS THIS MORNING 7:00 AM EST,"September 25, 2020 Friday",10,Neutral,Neutral,Does not mention
440,092507cb.410,CBS News Transcripts CBS THIS MORNING 7:00 AM EST,"September 25, 2020 Friday",14,Neutral,Neutral,Does not mention
441,092509cb.410,CBS News Transcripts CBS THIS MORNING 7:00 AM EST,"September 25, 2020 Friday",10,Neutral,Neutral,Does not mention
441,092509cb.410,CBS News Transcripts CBS THIS MORNING 7:00 AM EST,"September 25, 2020 Friday",14,Acknowledges,Neutral,Does not mention
443,092004cb.501,NBC News TODAY SHOW 8:00 AM EST,"September 20, 2020 Sunday",10,Acknowledges,Expresses climate concern,Supports
443,092004cb.501,NBC News TODAY SHOW 8:00 AM EST,"September 20, 2020 Sunday",14,Acknowledges,Expresses climate concern,Supports
444,092005cb.501,NBC News TODAY SHOW 8:00 AM EST,"September 20, 2020 Sunday",10,Acknowledges,Expresses climate concern,Supports
444,092005cb.501,NBC News TODAY SHOW 8:00 AM EST,"September 20, 2020 Sunday",14,Acknowledges,Expresses climate concern,Supports
445,091501cb.140,Fox News Network YOUR WORLD WITH NEIL CAVUTO 4:00 PM EST,"September 15, 2020 Tuesday",10,Acknowledges,Expresses opposition to climate concern,Does not mention
445,091501cb.140,Fox News Network YOUR WORLD WITH NEIL CAVUTO 4:00 PM EST,"September 15, 2020 Tuesday",14,Denies,Expresses opposition to climate concern,Does not mention
446,092318CN.V11,CNN CNN NEWSROOM 1:00 AM EST,"September 23, 2020 Wednesday",10,Acknowledges,Expresses climate concern,Does not mention
446,092318CN.V11,CNN CNN NEWSROOM 1:00 AM EST,"September 23, 2020 Wednesday",14,Acknowledges,Expresses climate concern,Does not mention
447,092319CN.V11,CNN CNN NEWSROOM 2:00 AM EST,"September 23, 2020 Wednesday",10,Acknowledges,Expresses climate concern,Does not mention
447,092319CN.V11,CNN CNN NEWSROOM 2:00 AM EST,"September 23, 2020 Wednesday",14,Acknowledges,Expresses climate concern,Does not mention
448,,ABC News Transcript WORLD NEWS TONIGHT WITH DAVID MUIR 6:50 PM EST,"September 23, 2020 Wednesday",10,Acknowledges,Expresses climate concern,Supports
448,,ABC News Transcript WORLD NEWS TONIGHT WITH DAVID MUIR 6:50 PM EST,"September 23, 2020 Wednesday",14,Acknowledges,Expresses climate concern,Supports
449,,ABC News Transcript THIS WEEK 10:20 AM EST,"September 13, 2020 Sunday",10,Acknowledges,Expresses climate concern,Neutral
449,,ABC News Transcript THIS WEEK 10:20 AM EST,"September 13, 2020 Sunday",14,Acknowledges,Expresses climate concern,Supports
450,092101cb.473,MSNBC 11TH HOUR WITH BRIAN WILLIAMS 11:00 PM EST,"September 21, 2020 Monday",10,Neutral,Expresses climate concern,Does not mention
450,092101cb.473,MSNBC 11TH HOUR WITH BRIAN WILLIAMS 11:00 PM EST,"September 21, 2020 Monday",14,Neutral,Expresses climate concern,Does not mention
451,092401cb.410,CBS News Transcripts CBS THIS MORNING 7:00 AM EST,"September 24, 2020 Thursday",10,Acknowledges,Expresses climate concern,Supports
451,092401cb.410,CBS News Transcripts CBS THIS MORNING 7:00 AM EST,"September 24, 2020 Thursday",14,Acknowledges,Expresses climate concern,Supports
452,092406cb.410,CBS News Transcripts CBS THIS MORNING 7:00 AM EST,"September 24, 2020 Thursday",10,Acknowledges,Expresses climate concern,Supports
452,092406cb.410,CBS News Transcripts CBS THIS MORNING 7:00 AM EST,"September 24, 2020 Thursday",14,Acknowledges,Expresses climate concern,Supports
453,092420CN.V11,CNN CNN NEWSROOM 3:00 AM EST,"September 24, 2020 Thursday",10,Acknowledges,Expresses climate concern,Supports
453,092420CN.V11,CNN CNN NEWSROOM 3:00 AM EST,"September 24, 2020 Thursday",14,Acknowledges,Expresses climate concern,Supports
454,,ABC News Transcript GMA3: WHAT YOU NEED TO KNOW 1:54 PM EST,"September 22, 2020 Tuesday",10,Neutral,Expresses climate concern,Supports
454,,ABC News Transcript GMA3: WHAT YOU NEED TO KNOW 1:54 PM EST,"September 22, 2020 Tuesday",14,Neutral,Expresses climate concern,Supports
455,091401cb.471,MSNBC THE RACHEL MADDOW SHOW 9:00 PM EST,"September 14, 2020 Monday",10,Acknowledges,Expresses climate concern,Does not mention
455,091401cb.471,MSNBC THE RACHEL MADDOW SHOW 9:00 PM EST,"September 14, 2020 Monday",14,Acknowledges,Expresses climate concern,Does not mention
456,091401CN.V01,CNN CUOMO PRIME TIME 9:00 PM EST,"September 14, 2020 Monday",10,Neutral,Expresses climate concern,Does not mention
456,091401CN.V01,CNN CUOMO PRIME TIME 9:00 PM EST,"September 14, 2020 Monday",14,Neutral,Expresses climate concern,Does not mention
457,092305CN.V42,CNN New Day 8:00 AM EST,"September 23, 2020 Wednesday",10,Neutral,Neutral,Does not mention
457,092305CN.V42,CNN New Day 8:00 AM EST,"September 23, 2020 Wednesday",14,Acknowledges,Neutral,Does not mention
459,092117CN.V11,CNN CNN NEWSROOM 12:00 AM EST,"September 21, 2020 Monday",10,Acknowledges,Expresses climate concern,Does not mention
459,092117CN.V11,CNN CNN NEWSROOM 12:00 AM EST,"September 21, 2020 Monday",14,Acknowledges,Expresses climate concern,Does not mention
460,092125CN.V11,CNN CNN NEWSROOM 12:00 AM EST,"September 21, 2020 Monday",11,Acknowledges,Expresses climate concern,Does not mention
460,092125CN.V11,CNN CNN NEWSROOM 12:00 AM EST,"September 21, 2020 Monday",14,Acknowledges,Expresses climate concern,Does not mention
461,092112CN.V11,CNN CNN NEWSROOM 2:30 PM EST,"September 21, 2020 Monday",11,Neutral,Expresses climate concern,Does not mention
461,092112CN.V11,CNN CNN NEWSROOM 2:30 PM EST,"September 21, 2020 Monday",14,Neutral,Expresses climate concern,Does not mention
462,092002cb.406,CBS News Transcripts CBS 60 MINUTES 7:00 PM EST,"September 20, 2020 Sunday",11,Acknowledges,Expresses climate concern,Does not mention
462,092002cb.406,CBS News Transcripts CBS 60 MINUTES 7:00 PM EST,"September 20, 2020 Sunday",14,Acknowledges,Expresses climate concern,Does not mention
464,092202cb.452,MSNBC DEADLINE: WHITE HOUSE 5:00 PM EST,"September 22, 2020 Tuesday",11,Neutral,Expresses climate concern,Does not mention
464,092202cb.452,MSNBC DEADLINE: WHITE HOUSE 5:00 PM EST,"September 22, 2020 Tuesday",14,Neutral,Expresses climate concern,Does not mention
465,092201cb.454,MSNBC MTP DAILY 1:00 PM EST,"September 22, 2020 Tuesday",11,Neutral,Neutral,Does not mention
465,092201cb.454,MSNBC MTP DAILY 1:00 PM EST,"September 22, 2020 Tuesday",14,Neutral,Neutral,Does not mention
466,092201cb.253,Fox News Network FOX HANNITY 9:00 PM EST,"September 22, 2020 Tuesday",10,Neutral,Neutral,Opposes
466,092201cb.253,Fox News Network FOX HANNITY 9:00 PM EST,"September 22, 2020 Tuesday",11,Neutral,Neutral,Opposes
467,091503CN.V42,CNN New Day 7:00 AM EST,"September 15, 2020 Tuesday",10,Acknowledges,Expresses climate concern,Does not mention
467,091503CN.V42,CNN New Day 7:00 AM EST,"September 15, 2020 Tuesday",11,Acknowledges,Expresses climate concern,Does not mention
468,091808CN.V11,CNN CNN NEWSROOM 12:30 PM EST,"September 18, 2020 Friday",10,Acknowledges,Expresses climate concern,Does not mention
468,091808CN.V11,CNN CNN NEWSROOM 12:30 PM EST,"September 18, 2020 Friday",11,Acknowledges,Expresses climate concern,Does not mention
469,092109CN.V11,CNN CNN NEWSROOM 1:00 PM EST,"September 21, 2020 Monday",10,Neutral,Neutral,Does not mention
469,092109CN.V11,CNN CNN NEWSROOM 1:00 PM EST,"September 21, 2020 Monday",11,Neutral,Neutral,Does not mention
470,092101cb.452,MSNBC DEADLINE: WHITE HOUSE 4:00 PM EST,"September 21, 2020 Monday",10,Neutral,Neutral,Does not mention
470,092101cb.452,MSNBC DEADLINE: WHITE HOUSE 4:00 PM EST,"September 21, 2020 Monday",11,Neutral,Neutral,Does not mention
471,092104CN.V42,CNN New Day 7:30 AM EST,"September 21, 2020 Monday",10,Neutral,Expresses climate concern,Does not mention
471,092104CN.V42,CNN New Day 7:30 AM EST,"September 21, 2020 Monday",11,Neutral,Expresses climate concern,Does not mention
473,092114CN.V11,CNN CNN NEWSROOM 3:30 PM EST,"September 21, 2020 Monday",10,Neutral,Expresses climate concern,Does not mention
473,092114CN.V11,CNN CNN NEWSROOM 3:30 PM EST,"September 21, 2020 Monday",11,Neutral,Expresses climate concern,Does not mention
475,092107CN.V11,CNN CNN NEWSROOM 12:00 PM EST,"September 21, 2020 Monday",10,Neutral,Neutral,Does not mention
475,092107CN.V11,CNN CNN NEWSROOM 12:00 PM EST,"September 21, 2020 Monday",11,Neutral,Neutral,Does not mention
476,092105CN.V42,CNN New Day 8:00 AM EST,"September 21, 2020 Monday",10,Neutral,Neutral,Does not mention
476,092105CN.V42,CNN New Day 8:00 AM EST,"September 21, 2020 Monday",11,Neutral,Neutral,Does not mention
478,092101cb.457,MSNBC THE BEAT WITH ARI MELBER 6:00 PM EST,"September 21, 2020 Monday",10,Neutral,Neutral,Does not mention
478,092101cb.457,MSNBC THE BEAT WITH ARI MELBER 6:00 PM EST,"September 21, 2020 Monday",11,Neutral,Neutral,Does not mention
480,092101cb.471,MSNBC THE RACHEL MADDOW SHOW 9:00 PM EST,"September 21, 2020 Monday",10,Neutral,Neutral,Does not mention
480,092101cb.471,MSNBC THE RACHEL MADDOW SHOW 9:00 PM EST,"September 21, 2020 Monday",11,Neutral,Neutral,Does not mention
481,092104cb.410,CBS News Transcripts CBS THIS MORNING 7:00 AM EST,"September 21, 2020 Monday",2,Acknowledges,Neutral,Neutral
481,092104cb.410,CBS News Transcripts CBS THIS MORNING 7:00 AM EST,"September 21, 2020 Monday",11,Acknowledges,Neutral,Does not mention
482,092101CN.V11,CNN CNN NEWSROOM 9:00 AM EST,"September 21, 2020 Monday",14,Neutral,Neutral,Does not mention
482,092101CN.V11,CNN CNN NEWSROOM 9:00 AM EST,"September 21, 2020 Monday",11,Neutral,Neutral,Does not mention
483,092102CN.V68,CNN CNN Tonight 11:00 PM EST,"September 21, 2020 Monday",14,Neutral,Neutral,Does not mention
483,092102CN.V68,CNN CNN Tonight 11:00 PM EST,"September 21, 2020 Monday",11,Neutral,Neutral,Does not mention
484,092002CN.V16,CNN THE SITUATION ROOM 7:00 PM EST,"September 20, 2020 Sunday",14,Neutral,Expresses climate concern,Does not mention
